id,a2z,name
2670,o,Opitz Syndrome
2671,o,Opportunistic Infections
2672,o,Oppositional Defiant Disorder
2673,o,Oppositional Defiant Disorder
2674,o,Opththalmoplegia
2675,o,Optic Atrophy
2676,o,"Optic Atrophy, Autosomal Dominant"
2677,o,Optic Disc Drusen
2678,o,Optic Neuritis
2679,o,Oral And Throat Cancer
2680,o,Oral Cancer
2681,o,Oral Candidiasis
2682,o,Oral Leukoplakia
2683,o,Oral Lichen Planus
2684,o,Oral Thrush
2685,o,Orchitis
2686,o,Orf
2687,o,Orf
2688,o,Organic Brain Syndrome
2689,o,Ornithosis
2690,o,Oropharyngeal Cancer
2691,o,Orotic Aciduria Hereditary
2692,o,Orthorexia Nervosa
2693,o,Orthostatic Hypotension
2694,o,Orthostatic Intolerance
2695,o,Osgood-Schlatter Disease
2696,o,Osteitis Deformans
2697,o,Osteoarthritis
2698,o,Osteochondritis
2699,o,Osteochondritis Dissecans
2700,o,Osteochondroses
2701,o,Osteochrondroma
2702,o,Osteogenesis Imperfecta
2703,o,Osteogenic Sarcoma
2704,o,Osteoglophonic Dwarfism
2705,o,Osteoid Osteoma
2706,o,Osteoma
2707,o,Osteomalacia
2708,o,Osteomyelitis
2709,o,Osteonecrosis
2710,o,Osteopenia
2711,o,Osteopetrosis
2712,o,Osteophytes
2713,o,Osteopoikilosis
2714,o,Osteoporosis
2715,o,Osteosarcoma
2716,o,Osteosclerosis
2717,o,Otitis
2718,o,Otitis Externa
2719,o,Otitis Media
2720,o,Otosclerosis
2721,o,Otospondylomegaepiphyseal Dysplasia
2722,o,Ovarian Cancer
2723,o,Ovarian Cysts
2724,o,Ovarian Insufficiency
2725,o,Overactive Bladder
2726,o,Overactive Thyroid
2727,o,Overuse Syndrome
2728,o,Overwhelming Post-Splenectomy Infection
2729,o,Oxyphil Cell Carcinoma
2730,p,Pachydermoperiostosis
2731,p,Pachygyria
2732,p,Pacman Syndrome
2733,p,PAD (Peripheral Artery Disease)
2734,p,Paget's Disease
2735,p,Paget's Disease Of The Breast
2736,p,Paget's Disease Type 1
2737,p,Painful Bladder Syndrome
2738,p,Painful Intercourse
2739,p,Painful Limb
2740,p,Palate Cancer
2741,p,Paleness
2742,p,Palindromic Rheumatism
2743,p,Pallister Killian Mosaic Syndrome
2744,p,Pallister-Hall Syndrome
2745,p,Pallister-Killian Syndrome
2746,p,Palmoplantar Hyperhidrosis
2747,p,Palmoplantar Keratoderma
2748,p,Palpitation
2749,p,Palsy Cerebral
2750,p,Pancreas Divisum
2751,p,Pancreatic Cancer
2752,p,Pancreatic Cyst
2753,p,Pancreatic Diseases
2754,p,Pancreatic Islet Cell Neoplasms
2755,p,Pancreatic Islet Cell Tumor
2756,p,Pancreatitis
2757,p,Pancreatoblastoma
2758,p,PANDAS
2759,p,Panhypopituitarism
2760,p,panic Attack
2761,p,Panic Attack
2762,p,Panic Disorder
2763,p,Panniculitis
2764,p,Panophobia
2765,p,Panthophobia
2766,p,Papilledema
2767,p,Papilloedema
2768,p,Papilloma
2769,p,Papular Mucinosis
2770,p,Paracoccidioidomycosis
2771,p,Paragangliomas
2772,p,Parainfluenza
2773,p,Paralysis
2774,p,Paralytic Ileus
2775,p,Paralytic Shellfish Poisoning
2776,p,Paramyotonia Congenita
2777,p,paranasal Sinus Cancer
2778,p,Paraneoplastic Cerebellar Degeneration
2779,p,Paraneoplastic Syndromes
2780,p,Paraomphalocele
2781,p,Paraphilias
2782,p,Paraphimosis
2783,p,Paraplegia
2784,p,Parapsoriasis
2785,p,Parapsoriasis
2786,p,Parasitophobia
2787,p,Paratyphoid Fever
2788,p,Parcopresis
2789,p,Paresthesia
2790,p,Parkinson's Disease
2791,p,Parkinsonism
2792,p,Paronychia
2793,p,Parotid Gland Cancer
2794,p,Parotitis
2795,p,Paroxysmal Cold Hemoglobinuria
2796,p,Paroxysmal Nocturnal Hemoglobinuria
2797,p,Parry-Romberg Syndrome
2798,p,Partial lung collapse
2799,p,Parturiphobia
2800,p,Paruresis
2801,p,Parvovirus Infection
2802,p,Pasteurellosis
2803,p,Patau Syndrome
2804,p,Patellar Tendinitis
2805,p,Patellofemoral Pain Syndrome
2806,p,Patellofemoral Syndrome
2807,p,Patent Ductus Arteriosus
2808,p,Patent Foramen Ovale
2809,p,Pathological Gambling
2810,p,Pathological Stealing
2811,p,Patterson Pseudoleprechaunism Syndrome
2812,p,PCC Deficiency
2813,p,Peanut Allergy
2814,p,Peanut Hypersensitivity
2815,p,Pectus Excavatum
2816,p,Pediatric T-Cell Leukemia
2817,p,Pediculosis
2818,p,Pediculosis Capitis
2819,p,Pelizaeus-Merzbacher Disease
2820,p,Pellagra
2821,p,Pelvic Inflammatory Disease
2822,p,Pelvic Lipomatosis
2823,p,Pemphigus
2824,p,Pemphigus Foliaceus
2825,p,Pemphigus Vulgaris
2826,p,Pendred Syndrome
2827,p,Penicillin Allergy
2828,p,Penile Candidiasis
2829,p,Penis Cancer
2830,p,Pentalogy Of Cantrell
2831,p,Pentosuria
2832,p,Peptic Ulcer
2833,p,Periarteritis Nodosa
2834,p,Pericarditis
2835,p,Perilymph Fistula
2836,p,Perilymphatic Fistula
2837,p,Perinatal Infections
2838,p,"Periodic Fever, Aphthous Stomatitis, Pharyngitis And Adenitis"
2839,p,Periodic Paralysis
2840,p,Periodontal Disease Or Periodontitis
2841,p,Peripartum Cardiomyopathy
2842,p,Peripheral Neuropathy
2843,p,Peripheral Vascular Disease
2844,p,Peritoneal Mesothelioma
2845,p,Peritoneum Cancer
2846,p,Peritonitis
2847,p,Periventricular Leukomalacia
2848,p,Pernicious Anemia
2849,p,Perniosis
2850,p,Peroneal Muscular Atrophy
2851,p,Persistent Cough
2852,p,Persistent Sexual Arousal Syndrome
2853,p,Persistent Truncus Arteriosus
2854,p,Pertussis
2855,p,Pervasive Disintegrative Disorder
2856,p,Pes Planus
2857,p,pet Allergy
2858,p,Petit Mal Seizure
2859,p,Peutz-Jeghers Syndrome
2860,p,Peyronie Disease
2861,p,Pfeiffer Syndrome
2862,p,Phaeohyphomycosis
2863,p,Phantom Pain
2864,p,Pharmacophobia
2865,p,Pharyngitis
2866,p,Phenylketonuria
2867,p,Phenylketonuria
2868,p,Pheochromocytoma
2869,p,Philippine Hemorrhagic Fever
2870,p,Phimosis
2871,p,Phlebitis
2872,p,Phocomelia Syndrome
2873,p,Photic Sneezing
2874,p,Photosensitive Epilepsy
2875,p,Photosensitivity
2876,p,Pica
2877,p,Pick's Disease
2878,p,Pick's Disease
2879,p,Pickardt Syndrome
2880,p,Pickwickian Syndrome
2881,p,Piebaldism
2882,p,Pierre Robin Syndrome
2883,p,Pigmented Villonodular Synovitis
2884,p,Pilar Cyst
2885,p,Piles
2886,p,Pili Multigemini
2887,p,Pilonidal cyst
2888,p,Pimples
2889,p,Pinched Nerve
2890,p,Pinealoma
2891,p,Pinta
2892,p,Pinworm Infection
2893,p,Pipecolic Acidemia
2894,p,Pituitary Cancer
2895,p,Pituitary Insufficiency
2896,p,Pituitary Tumors
2897,p,Pityriasis Alba
2898,p,Pityriasis Lichenoides Chronica
2899,p,Pityriasis Lichenoides Et Varioliformis Acuta
2900,p,Pityriasis Rosea
2901,p,Pityriasis Rubra Pilaris
2902,p,Pityriasis Versicolor
2903,p,Placenta Previa
2904,p,Placental Abruption
2905,p,Plague
2906,p,Plantar Fasciitis
2907,p,Plantar Warts
2908,p,Platelet Disorder
2909,p,Pleural Cancer
2910,p,Pleural Effusion
2911,p,Pleural Mesothelioma
2912,p,Pleurisy
2913,p,Pleuritis
2914,p,Plica Syndrome
2915,p,Plummer-Vinson Syndrome
2916,p,Pneumoconiosis
2917,p,Pneumocystis
2918,p,Pneumocystis Jiroveci Pneumonia
2919,p,"Pneumonia, Eosinophilic"
2920,p,Pneumonoultramicroscopicsilicovolcanoconiosis
2921,p,Pneumothorax
2922,p,POEMS Syndrome
2923,p,Poikiloderma Congenita
2924,p,Poikiloderma of Civatte
2925,p,Poison Ivy Rash
2926,p,Poland Syndrome
2927,p,Poliomyelitis (Polio)
2928,p,Pollen Allergy
2929,p,Polyarteritis Nodosa
2930,p,Polyarthritis
2931,p,Polychondritis
2932,p,Polycystic Kidney Disease
2933,p,Polycystic Ovary Syndrome
2934,p,Polycythemia
2935,p,Polycythemia Vera
2936,p,Polydactyly
2937,p,Polyendocrine Deficiency
2938,p,Polymorphous Light Eruption
2939,p,Polymorphous Low-Grade Adenocarcinoma
2940,p,Polymyalgia Rheumatica
2941,p,Polymyositis
2942,p,Polyneuritis
2943,p,Polyostotic Fibrous Dysplasia
2944,p,"Polyposis, Hamartomatous Intestinal"
2945,p,"Polyps, Stomach"
2946,p,"Polyps, Uterine"
2947,p,Pompe's Disease
2948,p,Pompholyx
2949,p,pontiac Fever
2950,p,Pontiac Fever
2951,p,Poor Color Vision
2952,p,Popliteal Cyst
2953,p,Popliteal Pterygium Syndrome
2954,p,"Popliteal Pterygium Syndrome, Lethal Type"
2955,p,porencephaly
2956,p,porphyria
2957,p,Porphyria Cutanea Tarda
2958,p,"Porphyria Cutanea Tarda, Familial Type"
2959,p,"Porphyria Cutanea Tarda, Sporadic Type"
2960,p,"Porphyria, Acute Intermittent"
2961,p,Portal Hypertension
2962,p,Portal Vein Thrombosis
2963,p,Portal Vein Thrombosis
2964,p,Post Polio Syndrome
2965,p,Post Traumatic Stress Disorder (PTSD)
2966,p,Post-Concussion Syndrome
2967,p,Post-Nasal Drip
2968,p,Post-Polio Syndrome
2969,p,Post-Traumatic Epilepsy
2970,p,Post-Vietnam Syndrome
2971,p,Posterior Urethral Valves
2972,p,Posterior Uveitis
2973,p,Postpartum Depression
2974,p,Postpartum Hemorrage
2975,p,Postpartum Psychosis
2976,p,Postural Hypotension
2977,p,Potassium Defficiency
2978,p,Potter's Syndrome
2979,p,Poxviridae Disease
2980,p,Prader-Willi Syndrome
2981,p,Prebycusis
2982,p,Precocious Puberty
2983,p,Preeclampsia
2984,p,Pregnancy Toxemia
2985,p,Premature Aging
2986,p,Premature Ovarian Failure
2987,p,Premature Ventricular Contractions
2988,p,Premenstrual Dysphoric Disorder
2989,p,Premenstrual Syndrome
2990,p,Presbycusis
2991,p,Presbyopia
2992,p,Priapism
2993,p,prickly Heat
2994,p,Primary Alveolar Hypoventilation
2995,p,Primary Amenorrhea
2996,p,Primary Biliary Cirrhosis
2997,p,Primary Ciliary Dyskinesia
2998,p,Primary Hyperoxaluria
2999,p,Primary Hyperparathyroidism
3000,p,Primary Immunodeficiency
3001,p,Primary Lateral Sclerosis
3002,p,Primary Ovarian Insufficiency
3003,p,Primary Polycythemia
3004,p,Primary Progressive Aphasia
3005,p,Primary Pulmonary Hypertension
3006,p,Primary Sclerosing Cholangitis
3007,p,Primordial Microcephalic Dwarfism Crachami Type
3008,p,Prinzmetal's Variant Angina
3009,p,processing Disorder
3010,p,"Proconvertin Deficiency, Congenital"
3011,p,Proctalgia
3012,p,Proctitis
3013,p,Progeria
3014,p,Progressive External Ophthalmoplegia
3015,p,Progressive Multifocal Encephalopathy
3016,p,Progressive Spinal Muscular Atrophy
3017,p,Progressive Supranuclear Palsy
3018,p,Prolactinoma
3019,p,Prolapsed Bladder
3020,p,Prolapsed Uterus
3021,p,Prolidase Deficiency
3022,p,Prolymphocytic Leukemia
3023,p,Properdin Deficiency
3024,p,Prosopagnosia
3025,p,Prostate Cancer
3026,p,"Prostate Cancer, Familial"
3027,p,Prostate Gland Enlargement
3028,p,Prostate Inflammation
3029,p,Prostatitis
3030,p,Protanopia
3031,p,Protein C Deficiency
3032,p,Protein S Deficiency
3033,p,Protein-Energy Malnutrition
3034,p,Proteinuria
3035,p,Proteus Syndrome
3036,p,Proximal Myotonic Myopathy
3037,p,Prune Belly Syndrome
3038,p,Prurigo Nodularis
3039,p,pruritus
3040,p,pruritus Ani
3041,p,Pseudoachondroplasia
3042,p,Pseudocholinesterase Deficiency
3043,p,Pseudofolliculitis Barbae
3044,p,Pseudogout
3045,p,Pseudohermaphroditism
3046,p,Pseudohypoaldosteronism
3047,p,Pseudohypoparathyroidism
3048,p,Pseudomembranous Colitis
3049,p,Pseudomonas Stutzeri Infection
3050,p,Pseudomotor Cerebri
3051,p,Pseudomyxoma Peritonei
3052,p,Pseudopapilledema
3053,p,Pseudovaginal Perineoscrotal Hypospadias
3054,p,Pseudoxanthoma Elasticum
3055,p,Psittacosis
3056,p,Psoriasis
3057,p,Psoriatic Arthritis
3058,p,Psoriatic Rheumatism
3059,p,psychogenic Polydipsia
3060,p,psychophysiologic Disorders
3061,p,psychosis
3062,p,Pterygium Of The Conjunctiva
3063,p,Ptomaine Food Poisoning
3064,p,Ptosis
3065,p,Pubic Crabs
3066,p,Pubic Lice
3067,p,Puerperal Fever
3068,p,Pulmonary Alveolar Proteinosis
3069,p,Pulmonary Anthrax
3070,p,Pulmonary Edema
3071,p,Pulmonary Edema Of Mountaineers
3072,p,Pulmonary Embolism
3073,p,Pulmonary Fibrosis Granuloma
3074,p,Pulmonary Heart Disease
3075,p,Pulmonary Hypertension
3076,p,Pulmonary Incompetence
3077,p,Pulmonary Sequestration
3078,p,Pulmonary Valve Stenosis
3079,p,"Pulmonic Stenosis, Cafe Au Lait Spots"
3080,p,Pulseless Disease
3081,p,Pure Red Cell Aplasia
3082,p,Purine Nucleoside Phosphorylase Deficiency
3083,p,Purpura
3084,p,Purpura Simplex
3085,p,"Purpura, Schoenlein-Henoch"
3086,p,"Purpura, Thrombotic Thrombocytopenic"
3087,p,PVL S. Aureus
3088,p,Pyaemia
3089,p,Pyelonephritis
3090,p,Pyloric Stenosis
3091,p,Pyoderma Gangrenosum
3092,p,Pyomyositis
3093,p,Pyridoxine Deficiency
3094,p,Pyromania
3095,p,Pyrophobia
3096,p,Pyropokilocytosis
3097,p,Pyrosis
3098,p,Pyruvate Dehydrogenase Complex Deficiency
3099,p,Pyruvate Kinase Deficiency
3100,q,Q Fever
3101,q,Quackery Arthritis
3102,q,Quadriplegia
3103,q,Quantal Squander Syndrome
3104,q,Queensland Tick Typhus
3105,q,Query Fever
3106,q,Quinsy
3107,r,Rabbit Fever
3108,r,Rabies
3109,r,Rabson-Mendenhall Syndrome
3110,r,Radiation Exposure
3111,r,Radiation Sickness
3112,r,Radiophobia
3113,r,Radon Poisoning
3114,r,Raine Syndrome
3115,r,Ramsay Hunt Paralysis Syndrome
3116,r,Rapadilino Syndrome
3117,r,Rapid Gastric Emptying
3118,r,Rasmussen's Encephalitis
3119,r,Rat-Bite Fever
3120,r,Raynaud's Disease Phenomenon
3121,r,Razor Bumps
3122,r,Reactive Airway Disease
3123,r,Reactive Arthritis
3124,r,Reactive Attachment Disorder
3125,r,Reactive Hypoglycemia
3126,r,Rebound Headache
3127,r,Rectal Abscess
3128,r,Rectal Cancer
3129,r,Rectal Inflammation
3130,r,Rectal Itching
3131,r,Rectal Neoplasm
3132,r,Rectal Prolapse
3133,r,Rectal Ulcer
3134,r,Rectocele
3135,r,Rectosigmoid Neoplasm
3136,r,Rectum Cancer
3137,r,Red Eye
3138,r,Red Measles
3139,r,Reflex Sympathetic Dystrophy Syndrome
3140,r,Reflux Esophagitis
3141,r,Refractive Errors
3142,r,Refsum Disease
3143,r,Regional Enteritis
3144,r,Reiter's Syndrome
3145,r,Reiters Arthritis
3146,r,Relapsing Fever
3147,r,Relapsing Fever
3148,r,Relapsing Polychondritis
3149,r,Renal Agenesis
3150,r,Renal Artery Stenosis
3151,r,Renal Calculi
3152,r,Renal Cancer
3153,r,Renal Carbuncle
3154,r,"Renal Carcinoma, Familial"
3155,r,Renal Cell Carcinoma
3156,r,Renal Colic
3157,r,Renal Dysplasia Limb Defects
3158,r,Renal Dysplasia Mesomelia Radiohumeral Fusion
3159,r,Renal Failure
3160,r,Renal Glycosuria
3161,r,Renal Osteodystrophy
3162,r,Renal Tuberculosis
3163,r,Renal Tubular Acidosis
3164,r,Repetitive Strain Injury
3165,r,Respiratory Acidosis
3166,r,Respiratory Diphtheria
3167,r,Respiratory Diphtheria
3168,r,Respiratory Failure
3169,r,Respiratory Infection
3170,r,Respiratory Syncytial Virus
3171,r,Respiratory System Cancer
3172,r,Restless Legs Syndrome
3173,r,Restrictive cardiomyopathy
3174,r,Reticuloendotheliosis
3175,r,Retinal Degeneration
3176,r,Retinal Detachment
3177,r,Retinitis Pigmentosa
3178,r,Retinoblastoma
3179,r,Retinoschisis
3180,r,Retractile Testicle
3181,r,Retrograde Ejaculation
3182,r,Retrolental Fibroplasia
3183,r,Retroperitoneal Fibrosis
3184,r,Rett Syndrome
3185,r,Revesz Debuse Syndrome
3186,r,Reye's Syndrome
3187,r,Reynolds Syndrome
3188,r,Rh Disease
3189,r,Rhabdoid Tumor
3190,r,Rhabdomyolysis
3191,r,Rhabdomyosarcoma
3192,r,"Rhabdomyosarcoma, Embryonal"
3193,r,Rhesus Isoimmunisation
3194,r,Rheumatic Fever
3195,r,Rheumatic Heart Disease
3196,r,Rheumatism
3197,r,Rheumatoid Arthritis
3198,r,Rheumatoid Spondylitis
3199,r,Rhinitis
3200,r,"Rhinitis, Vasomotor"
3201,r,Rhinophyma
3202,r,Rhupus
3203,r,Rib Gap Syndrome
3204,r,Rib Inflammation
3205,r,Riboflavin Deficiency
3206,r,Richter Syndrome
3207,r,Ricin Poisoning
3208,r,Rickets
3209,r,Rickettsial Disease
3210,r,Rickettsialpox
3211,r,Rickettsiosis
3212,r,Rift Valley Fever
3213,r,Right Heart Failure
3214,r,Riley-Day Syndrome
3215,r,Ringworm
3216,r,Ringworm Of The Body
3217,r,Ringworm Of The Scalp
3218,r,River Blindness
3219,r,Robinow Syndrome
3220,r,Rocky Mountain Spotted fever
3221,r,Rod Myopathy
3222,r,Rodent Ulcer
3223,r,Romano-Ward Syndrome
3224,r,Rosacea
3225,r,Rosai-Dorfman Disease
3226,r,Roseola Infantum
3227,r,Ross River Virus Infection
3228,r,Rotator Cuff Injury
3229,r,Rotavirus
3230,r,Rotor Syndrome
3231,r,Rubella
3232,r,"Rubella, Congenital"
3233,r,Rubeola
3234,r,Rubinstein-Taybi Syndrome (Gene Promoter Involvement)
3235,r,Rumination Disorder
3236,r,Runner's Knee
3237,r,Ruptured Spleen
3238,r,Russell Silver Syndrome
3239,s,Sabinas Brittle Hair Syndrome
3240,s,Saccharopinuria
3241,s,Sacral agenesis
3242,s,Sacral Dimple
3243,s,Sacroiliitis
3244,s,Saethre-Chotzen Syndrome
3245,s,Sakati Syndrome
3246,s,Salivary Gland Cancer
3247,s,Salla Disease
3248,s,Salmonella Food Poisoning
3249,s,Salmonellosis (Salmonella Infections)
3250,s,Salpingitis
3251,s,San Joaquin Valley Fever
3252,s,Sandfly Fever
3253,s,Sandhoff Disease
3254,s,Sanfilippo Syndrome
3255,s,Santavuori Disease
3256,s,SAPHO Syndrome
3257,s,Sarcoidosis
3258,s,"Sarcoidosis, Pulmonary"
3259,s,"Sarcoma, Bone Cancer"
3260,s,"Sarcoma, Granulocytic"
3261,s,Sarcosinemia
3262,s,Satoyoshi Syndrome
3263,s,Savant Syndrome
3264,s,Say Meyer Syndrome
3265,s,Scabies
3266,s,Scabies In Children
3267,s,SCAD Deficiency
3268,s,Scalded Mouth Syndrome
3269,s,SCARF Syndrome
3270,s,Scarlatina
3271,s,Scarlet Fever
3272,s,Schamberg's Disease
3273,s,Scheie Syndrome
3274,s,Scheuermann's Disease
3275,s,Schilder's Disease
3276,s,Schinzel-Giedion Syndrome
3277,s,Schistosomiasis
3278,s,Schistosomiasis
3279,s,Schizencephaly
3280,s,Schizoaffective Disorder
3281,s,Schizophrenia
3282,s,"Schizophrenia, Genetic Types"
3283,s,Schmidt Syndrome
3284,s,Schmitt Gillenwater Kelly Syndrome
3285,s,School Phobia
3286,s,"Schwannoma, Malignant"
3287,s,Schwannomatosis
3288,s,Sciatica
3289,s,Scimitar Syndrome
3290,s,Scleritis
3291,s,Sclerodactyly
3292,s,Scleroderma
3293,s,"Scleroderma, Limited"
3294,s,Sclerotylosis
3295,s,Scoliosis
3296,s,Scoliosis With Unilateral Unsegmented Bar
3297,s,Scombrotoxic Fish Poisoning
3298,s,Scrapie
3299,s,Scratch Dermatitis
3300,s,Scrotal Masses
3301,s,Scrub Typhus
3302,s,Scurvy
3303,s,Sea Sickness
3304,s,Season Affective Disorder
3305,s,Seasonal Affective Disorder
3306,s,Sebaceous Cysts
3307,s,Seborrheic Dermatitis
3308,s,Seckel Syndrome
3309,s,"Seizure, Temporal Lobe"
3310,s,Semantic Pragmatic Disorder
3311,s,Senile Purpura
3312,s,Sensorineural Hearing Loss
3313,s,Sensory Integration Dysfunction
3314,s,Sensory Neuropathy
3315,s,Sensory Neuropathy Type I
3316,s,Separation Anxiety
3317,s,Sepsis
3318,s,Septic Arthritis
3319,s,Septic Shock
3320,s,Septicaemia
3321,s,Septicemia
3322,s,Septo-optic Dysplasia
3323,s,Serious Digitalis Intoxication
3324,s,Seronegative Spondyloarthropathy
3325,s,Serotonin Syndrome
3326,s,Serum Sickness
3327,s,Severe Acute Respiratory Syndrome
3328,s,Severe Acute Respiratory Syndrome (SARS)
3329,s,Severe Brain Injury
3330,s,Severe Combined Immunodeficiency
3331,s,Sexual Dysfunction
3332,s,Sexual Headache
3333,s,Sexual Neuropathy
3334,s,Sezary SYndrome
3335,s,Sezary's lymphoma
3336,s,Shaken Baby Syndrome
3337,s,Shapiro Syndrome
3338,s,Sharp Syndrome
3339,s,Sheehan Syndrome
3340,s,Shellfish allergy
3341,s,Shigellosis
3342,s,Shin Splints
3343,s,Shingles
3344,s,Shock
3345,s,Short Bowel Syndrome
3346,s,Short QT Syndrome
3347,s,Short Rib-Polydactyly Syndrome
3348,s,Short Stature
3349,s,Shoulder Arthritis
3350,s,Shoulder Bursitis
3351,s,Shprintzen Syndrome
3352,s,Shulman-Upshaw Syndrome
3353,s,Shwachman Syndrome
3354,s,Shwachman-Diamond Syndrome
3355,s,Shwartzman Phenomenon
3356,s,Shy-Drager Syndrome
3357,s,Sialadenitis
3358,s,Sialidosis
3359,s,Sicca Syndrome
3360,s,Sick Building Syndrome
3361,s,Sick Sinus Syndrome
3362,s,Sickle Cell Anemia
3363,s,"Sideroblastic Anemia, Autosomal"
3364,s,Siderosis
3365,s,Silent Sinus Syndrome
3366,s,Silent Stroke
3367,s,Silicosis
3368,s,Silver-Russel dwarfism
3369,s,Silvery Hair Syndrome
3370,s,Simpson-Golabi-Behmel Syndrome
3371,s,Sin Nombre Virus Infection
3372,s,Singultus
3373,s,Sino-Auricular Heart block
3374,s,Sinus Cancer
3375,s,Sinus Infection
3376,s,Sinus Node Disease
3377,s,Sipple Syndrome
3378,s,Sirenomelia
3379,s,Sitophobia
3380,s,sitosterolemia
3381,s,"Situs Inversus, X-linked"
3382,s,Sixth Disease
3383,s,Sjogren's Syndrome
3384,s,Sjogren's Syndrome
3385,s,Skeletal Dysplasia
3386,s,Skin Cancer
3387,s,Skin Cancer
3388,s,Skin Tags
3389,s,Skin Tags
3390,s,Slapped Cheek Disease
3391,s,Sleep Apnea
3392,s,Sleep Paralysis
3393,s,Sleep Paralysis
3394,s,Sleepwalking
3395,s,Slipped Disc
3396,s,Sly Syndrome
3397,s,Small Cell Lung Cancer
3398,s,Small Intestinal Bacterial Overgrowth
3399,s,Small Intestine Cancer
3400,s,Smallpox
3401,s,Smith-Lemli-Opitz Syndrome
3402,s,Smith-Magenis Syndrome
3403,s,Smith-Theiler-Schachenmann Syndrome
3404,s,Sneddon Syndrome
3405,s,Snoring
3406,s,Social Phobia
3407,s,Sociophobia
3408,s,Soft Tissue Sarcoma
3409,s,Solar keratosis
3410,s,Solar Lentigines
3411,s,Solitary Rectal Ulcer Syndrome
3412,s,Somatostatinoma
3413,s,Sore Throat
3414,s,Soto's Syndrome
3415,s,Soy Allergy
3416,s,Sparganosis
3417,s,Spasmodic Dysphonia
3418,s,Spasmodic Torticollis
3419,s,Spasticity
3420,s,Spermatic Cyst
3421,s,Spermatocele
3422,s,Spermatogenesis Arrest
3423,s,Spherocytosis
3424,s,Sphingolipidosis
3425,s,Spider Angioma
3426,s,Spider Veins
3427,s,Spielmeyer-Vogt Disease
3428,s,Spina Bifida
3429,s,Spinal Cord Injury
3430,s,Spinal Cord Neoplasm
3431,s,Spinal Muscular Atrophy
3432,s,Spinal Shock
3433,s,Spinal Stenosis
3434,s,Spinal Tumor
3435,s,Spinocerebellar Ataxia
3436,s,Spirochetes Disease
3437,s,Splenic-Flexure Syndrome
3438,s,Splenomegaly
3439,s,Spondylarthritis
3440,s,Spondylarthropathies
3441,s,Spondylarthropathy
3442,s,Spondylitis
3443,s,Spondyloepiphyseal Dysplasia
3444,s,"Spondyloepiphyseal Dysplasia, Congenital Type"
3445,s,Spondylometaphyseal Dysplasia
3446,s,Spongiform Encephalopathy
3447,s,sporotrichosis
3448,s,Spotted Fever
3449,s,Sprengel Deformity
3450,s,Squamous Cell Carcinoma
3451,s,Squints
3452,s,St. Anthony's Fire
3453,s,St. Louis Encephalitis
3454,s,Stable Angina
3455,s,Stagnant Syndrome
3456,s,Stammering
3457,s,Staph Infection
3458,s,Staph Infections
3459,s,Staphylococcal Infection
3460,s,Staphylococcus Aureus Food Poisoning
3461,s,Stargardt's Disease
3462,s,Stari
3463,s,Stasis Syndrome
3464,s,Steatocystoma Multiplex
3465,s,Steatorrhea
3466,s,Steatosis
3467,s,Steele-richardson-olszewski Syndrome
3468,s,Stein-Leventhal Syndrome
3469,s,Stenosing Tenosynovitis
3470,s,Stevens-Johnson Syndrome
3471,s,Stickler Syndrome
3472,s,Stickler Syndrome Type 2
3473,s,Stickler Syndrome Type 3
3474,s,"Stickler Syndrome, Type I"
3475,s,Sticky Eyes
3476,s,Stiff Man Syndrome
3477,s,Stiff-Person syndrome
3478,s,Still's Disease
3479,s,Stockholm Syndrome
3480,s,Stokes-Adams Attack
3481,s,Stomach Cancer
3482,s,Stomach Flu
3483,s,Stomach Lining Inflammation
3484,s,Stomatitis
3485,s,Stomatodynia
3486,s,Strabismus
3487,s,Strep Throat
3488,s,Streptococcus Group B
3489,s,Stretch Marks
3490,s,Striae
3491,s,Stroke
3492,s,Strongyloidiasis
3493,s,Strumpell-lorrain Disease
3494,s,Sturge-Weber Syndrome
3495,s,Stuttering
3496,s,Sty
3497,s,Subacute Sclerosing Panencephalitis
3498,s,Subconjunctival Hemorrhage
3499,s,Subdural Hematoma
3500,s,Subfertility
3501,s,Succinic Semialdehyde Dehydrogenase Deficiency
3502,s,Sucrase-Isomaltase Deficiency
3503,s,Sudden Adult Death Syndrome
3504,s,Sudden Arrhythmia Death Syndrome (SADS)
3505,s,Sudden Cardiac Arrest
3506,s,Sudden Cardiac Death
3507,s,Sudden Infant Death Syndrome
3508,s,Sudeck's Atrophy
3509,s,Sugarman Syndrome
3510,s,Sulfite Oxidase Deficiency
3511,s,Sun Stroke
3512,s,Sunburn
3513,s,Superficial Thrombophlebitis
3514,s,Supranuclear Ocular Palsy
3515,s,Supraspinatus Tendonitis
3516,s,Surfers Nodules
3517,s,Suriphobia
3518,s,Susac's Syndrome
3519,s,Swallowing Difficulties
3520,s,Sweaty Sock Syndrome
3521,s,Sweeley-Klionsky Disease
3522,s,Sweet's Syndrome
3523,s,Swift Disease
3524,s,Swimmer's Ear
3525,s,Swimmer's Itch
3526,s,Swimmer's Itch
3527,s,Swimming Pool Granuloma
3528,s,Swollen Lymph Nodes
3529,s,Swyer Syndrome
3530,s,Sydenham's Chorea
3531,s,Sympathetic Ophtalmitis
3532,s,Synaesthesia
3533,s,Syncope
3534,s,Syndactyly
3535,s,Syndrome Of Inappropriate Antidiuretic Hormone
3536,s,Syndrome x
3537,s,Synesthesia
3538,s,Synostosis
3539,s,Synovial Osteochondromatosis
